full_name,language,stars
cp2k/dbcsr,Fortran,135
ufs-community/ufs-weather-model,Fortran,135
wavebitscientific/datetime-fortran,Fortran,133
tinkertools/tinker,Fortran,130
Reference-ScaLAPACK/scalapack,Fortran,125
lesgo-jhu/lesgo,Fortran,119
NASA-LIS/LISF,Fortran,117
openmopac/mopac,Fortran,115
ralna/GALAHAD,Fortran,114
SCM-NV/ftl,Fortran,113
loganoz/horses3d,Fortran,113
atomisticnet/aenet,Fortran,110
Quuxplusone/Castlequest,Fortran,104
ralna/spral,Fortran,104
DOI-USGS/COAWST,Fortran,104
danieljprice/phantom,Fortran,103
OrderN/CONQUEST-release,Fortran,101
michael-lehn/ulmBLAS,Fortran,99
timduly4/pyglow,Fortran,99
DelNov/T-Flows,Fortran,99
yambo-code/yambo,Fortran,97
njoy/NJOY2016,Fortran,95
NGEET/fates,Fortran,95
tblite/tblite,Fortran,95
adtzlr/ttb,Fortran,94
toml-f/toml-f,Fortran,93
jacobwilliams/csv-fortran,Fortran,93
pdfo/pdfo,Fortran,93
leonfoks/coretran,Fortran,92
pressel/pycles,Fortran,91
NOAA-GFDL/FMS,Fortran,91
SPECFEM/specfem3d_globe,Fortran,89
ralna/CUTEst,Fortran,88
DARcorporation/xfoil-python,Fortran,84
AER-RC/LBLRTM,Fortran,83
jiweiqi/collectionofmechanisms,Fortran,82
madebr/pyOpt,Fortran,82
fortran-lang/minpack,Fortran,82
mom-ocean/MOM5,Fortran,82
UppASD/UppASD,Fortran,82
facebook/react,JavaScript,227966
trekhleb/javascript-algorithms,JavaScript,186300
twbs/bootstrap,JavaScript,170330
airbnb/javascript,JavaScript,144774
vercel/next.js,JavaScript,125434
30-seconds/30-seconds-of-code,JavaScript,115518
nodejs/node,JavaScript,106757
axios/axios,JavaScript,105329
awesome-selfhosted/awesome-selfhosted,JavaScript,103707
facebook/create-react-app,JavaScript,102452
mrdoob/three.js,JavaScript,102017
ryanmcdermott/clean-code-javascript,JavaScript,90837
iptv-org/iptv,JavaScript,84853
microsoft/web-dev-for-beginners,JavaScript,83101
sveltejs/svelte,JavaScript,78589
jaywcjlove/awesome-mac,JavaScript,75415
fortawesome/font-awesome,JavaScript,73366
typicode/json-server,JavaScript,72619
mermaid-js/mermaid,JavaScript,71107
anuraghazra/github-readme-stats,JavaScript,68613
hakimel/reveal.js,JavaScript,67657
expressjs/express,JavaScript,65290
webpack/webpack,JavaScript,64600
chartjs/chart.js,JavaScript,64431
leonardomso/33-js-concepts,JavaScript,63069
adam-p/markdown-here,JavaScript,59644
lodash/lodash,JavaScript,59439
jquery/jquery,JavaScript,59179
atom/atom,JavaScript,59040
angular/angular.js,JavaScript,58931
louislam/uptime-kuma,JavaScript,56644
h5bp/html5-boilerplate,JavaScript,56459
gatsbyjs/gatsby,JavaScript,55242
scutan90/deeplearning-500-questions,JavaScript,53653
semantic-org/semantic-ui,JavaScript,51031
juliangarnier/anime,JavaScript,49649
prettier/prettier,JavaScript,49190
mozilla/pdf.js,JavaScript,48151
moment/moment,JavaScript,47920
chinese-poetry/chinese-poetry,JavaScript,47641
tryghost/ghost,JavaScript,47003
cypress-io/cypress,JavaScript,46787
iamkun/dayjs,JavaScript,46733
serverless/serverless,JavaScript,46394
gorhill/ublock,JavaScript,46285
marktext/marktext,JavaScript,46021
algorithm-visualizer/algorithm-visualizer,JavaScript,45611
poteto/hiring-without-whiteboards,JavaScript,44783
meteor/meteor,JavaScript,44323
agalwood/motrix,JavaScript,44200
reacttraining/react-router,JavaScript,43671
parcel-bundler/parcel,JavaScript,43400
colorlibhq/adminlte,JavaScript,42784
nuxt/nuxt.js,JavaScript,41715
yarnpkg/yarn,JavaScript,41403
unitech/pm2,JavaScript,41139
leaflet/leaflet,JavaScript,41127
jgraph/drawio,JavaScript,40875
nwjs/nw.js,JavaScript,40312
microsoft/monaco-editor,JavaScript,39993
dcloudio/uni-app,JavaScript,39964
nolimits4web/swiper,JavaScript,39553
lecoupa/awesome-cheatsheets,JavaScript,39173
sudheerj/reactjs-interview-questions,JavaScript,39168
dogfalo/materialize,JavaScript,38860
videojs/video.js,JavaScript,37869
yangshun/front-end-interview-handbook,JavaScript,37781
bigskysoftware/htmx,JavaScript,37638
impress/impress.js,JavaScript,37493
phaserjs/phaser,JavaScript,36999
preactjs/preact,JavaScript,36634
photonstorm/phaser,JavaScript,35738
alvarotrigo/fullpage.js,JavaScript,35253
koajs/koa,JavaScript,35123
naptha/tesseract.js,JavaScript,34761
sahat/hackathon-starter,JavaScript,34711
naibowang/easyspider,JavaScript,34576
kong/insomnia,JavaScript,34479
carbon-app/carbon,JavaScript,34353
sheetjs/sheetjs,JavaScript,34075
zenorocha/clipboard.js,JavaScript,33643
adobe/brackets,JavaScript,33612
atlassian/react-beautiful-dnd,JavaScript,33226
denysdovhan/wtfjs,JavaScript,33170
gulpjs/gulp,JavaScript,32921
markedjs/marked,JavaScript,32906
goabstract/awesome-design-tools,JavaScript,32691
typicode/husky,JavaScript,32395
thealgorithms/javascript,JavaScript,32134
fastify/fastify,JavaScript,32051
pcottle/learngitbranching,JavaScript,30483
qishibo/anotherredisdesktopmanager,JavaScript,30342
binaryify/neteasecloudmusicapi,JavaScript,30177
airbnb/lottie-web,JavaScript,29933
vuejs/vue-cli,JavaScript,29761
layui/layui,JavaScript,29516
webtorrent/webtorrent,JavaScript,29476
sortablejs/sortable,JavaScript,29350
ryanhanwu/how-to-ask-questions-the-smart-way,JavaScript,29218
elsewhencode/project-guidelines,JavaScript,29158
